id,simTime,predprey,lifespan,RanW,caughtBy,byRanW
16,22.086431980133057,pred,22.26046109199524,True,1,True
17,46.16461801528931,pred,46.32721304893494,True,1,True
28,72.25558185577393,pred,72.2877779006958,True,1,True
1,98.33728003501892,prey,98.69221711158752,True,26,True
18,98.33728003501892,pred,98.48849320411682,True,1,False
21,126.4179699420929,pred,126.53343892097473,True,1,False
3,140.46954202651978,prey,98.31209015846252,True,25,True
9,142.47996282577515,prey,76.24557590484619,True,3,False
0,146.4940848350525,prey,146.86127281188965,True,24,True
25,150.51748299598694,pred,150.58455896377563,True,1,False
11,156.53996992111206,prey,92.3141860961914,True,9,False
19,174.60497283935547,pred,174.74463987350464,True,1,False
3,200.6958999633789,pred,60.21775197982788,False,25,False
17,212.73882603645325,prey,166.56846618652344,True,26,True
20,226.76286697387695,pred,226.8905930519104,True,1,False
18,232.77513790130615,prey,76.23516798019409,True,1,False
7,242.8099329471588,prey,220.72350096702576,True,9,False
8,246.82676601409912,prey,62.174829959869385,True,23,True
12,246.82676601409912,prey,140.45524215698242,True,8,True
22,246.82676601409912,pred,246.9300229549408,True,1,False
10,248.83355593681335,prey,174.56619811058044,True,12,True
16,260.86894392967224,prey,152.49606895446777,False,9,False
14,264.8878400325775,prey,156.51496505737305,True,11,True
27,264.8878400325775,pred,264.9316611289978,True,1,False
2,270.9014799594879,prey,220.73019194602966,True,16,True
29,280.95104002952576,pred,280.9717149734497,True,1,False
28,284.9674279689789,prey,140.48257899284363,False,8,True
5,286.97414994239807,prey,104.32471895217896,True,28,True
2,294.9936170578003,pred,24.0830340385437,False,16,True
24,311.02626299858093,pred,311.1050009727478,True,1,False
20,321.0464849472046,prey,42.10345697402954,False,9,False
0,327.06177592277527,pred,180.5595510005951,False,24,False
13,341.10159397125244,prey,198.6216311454773,True,17,True
21,343.11146688461304,prey,62.16042685508728,True,9,False
26,343.11146688461304,pred,343.1668658256531,True,1,False
25,345.1145169734955,prey,90.25233507156372,False,21,False
19,347.1222448348999,prey,172.51159977912903,True,21,False
29,353.1350259780884,prey,72.17806696891785,True,19,False
1,353.1350259780884,pred,254.78929615020752,False,26,False
28,365.1742980480194,pred,80.19839215278625,True,8,True
18,379.2262530326843,pred,146.44297099113464,False,1,False
7,395.2703700065613,pred,152.45236611366272,False,9,False
22,411.3119568824768,prey,164.46044182777405,False,17,True
23,411.3119568824768,pred,411.4027519226074,True,1,False
12,429.37898802757263,pred,182.53430700302124,True,8,True
10,449.4241590499878,pred,200.58266305923462,False,12,False
11,471.4985489845276,pred,314.9505181312561,True,9,False
13,495.5705029964447,pred,154.46011114120483,True,17,True
24,505.6214518547058,prey,194.58911800384521,False,25,False
17,519.6587219238281,pred,306.91179299354553,True,26,False
11,539.7127258777618,prey,48.15418982505798,True,21,False
6,539.7127258777618,prey,34.09127402305603,True,11,True
14,541.723345041275,pred,276.82744812965393,True,11,True
11,565.8134608268738,pred,26.09218692779541,True,21,False
16,591.9019000530243,pred,331.024227142334,True,9,False
3,613.9558389186859,prey,152.48316597938538,False,8,True
8,617.9653010368347,pred,371.1301531791687,True,23,False
4,625.9895398616791,prey,626.3083989620209,True,25,False
25,644.0423579216003,pred,298.9192349910736,False,21,False
5,672.1319408416748,pred,385.14829087257385,False,28,False
7,702.2325329780579,prey,248.7942180633545,True,29,False
20,702.2325329780579,pred,381.17686915397644,False,9,False
26,710.2570879459381,prey,250.79234790802002,False,4,False
29,730.3222768306732,pred,377.1788098812103,False,19,False
14,744.3581259250641,prey,152.4562258720398,True,19,False
9,758.46808385849,pred,615.9798288345337,False,3,False
20,766.4919240474701,prey,64.2445170879364,False,24,True
26,786.5475578308105,pred,76.28231287002563,False,4,False
13,794.5840828418732,prey,230.7861828804016,False,7,False
28,796.5934579372406,prey,158.5700969696045,False,24,True
18,796.5934579372406,prey,190.6488230228424,False,13,False
27,804.6282000541687,prey,539.7255280017853,True,3,False
21,808.6387338638306,pred,465.5176658630371,False,9,False
15,824.7021219730377,prey,748.4332189559937,True,6,True
0,824.7021219730377,prey,497.6342821121216,False,15,True
22,828.7200658321381,pred,417.39949679374695,False,17,False
29,830.7223298549652,prey,24.087424993515015,False,13,False
2,832.7339248657227,prey,415.3970420360565,True,29,False
4,846.787260055542,pred,220.789076089859,False,25,False
19,866.8715059757233,pred,519.740128993988,False,21,False
16,874.8869700431824,prey,282.97929310798645,False,0,True
14,886.926540851593,pred,142.56024479866028,False,19,False
26,894.9516799449921,prey,38.12165188789368,False,18,False
25,896.9569499492645,prey,38.11799502372742,False,26,True
3,904.9833338260651,pred,291.01858592033386,False,8,False
16,925.0280270576477,pred,50.13222813606262,False,0,True
19,935.0609948635101,prey,68.18358397483826,False,20,True
23,941.0828268527985,prey,349.18092679977417,False,27,False
1,943.0879640579224,prey,451.5294280052185,False,24,True
7,943.0879640579224,pred,240.84671902656555,False,29,False
21,961.1424610614777,prey,74.21592020988464,False,6,True
25,961.1424610614777,pred,64.17724323272705,False,26,True
28,979.2119688987732,pred,182.6103549003601,False,24,True
22,985.22474193573,prey,156.49848794937134,False,20,True
15,997.2620139122009,pred,172.5519618988037,True,6,True
13,1017.3470468521118,pred,222.75417494773865,False,7,True
1,1039.4054129123688,pred,96.30950689315796,True,24,True
29,1063.5080399513245,pred,232.7772660255432,False,13,False
14,1089.5943880081177,prey,202.66196417808533,False,18,False
6,1089.5943880081177,pred,549.8642010688782,True,11,False
16,1091.5991728305817,prey,54.204840898513794,True,26,True
11,1093.6117720603943,prey,383.3546841144562,False,22,False
