id,simTime,position,angle,predprey,tag,otherID
15,8.038371801376343,[-1.85314332  0.10487757  0.06965942],-0.756006825149032,prey,-1,35
16,8.038371801376343,[ 4.07695043 -4.95674221  0.06951382],-0.7540127501325711,prey,-1,36
17,8.038371801376343,[-4.39790789 -1.94047336  0.07039443],-0.9745483127178183,prey,1,25
18,8.038371801376343,[7.46597372 5.14389863 0.07065102],-0.7410748330077803,prey,-1,31
19,8.038371801376343,[-4.33868198 -1.55798309  0.07137859],-1.033412251371065,prey,-1,25
20,8.038371801376343,[ 0.68453661 -5.80098892  0.07206457],-0.7490738034905973,prey,-1,29
21,8.038371801376343,[2.93683379 6.08949629 0.07267074],-0.5165363588650065,pred,1,30
22,8.038371801376343,[6.33761095 2.55303487 0.07029815],-0.7293332477185084,pred,-1,33
23,8.038371801376343,[ 3.63490072 -7.23826422  0.07045298],-0.7475565493147176,pred,1,34
24,8.038371801376343,[-8.05993496  1.50598218  0.07007416],-0.7646243795579548,pred,-1,25
25,8.038371801376343,[-6.32438489 -0.88722223  0.07131433],-0.7528022760908759,pred,1,24
26,8.038371801376343,[0.67016162 1.79343882 0.07036721],-0.6996526798274441,pred,-1,35
27,8.038371801376343,[ 6.45372957 -8.8008621   0.06949735],-0.7428687451093205,pred,1,34
28,8.038371801376343,[8.89023178 3.24291891 0.07212476],-0.7411978664326861,pred,1,22
29,8.038371801376343,[-0.91389485 -7.02617332  0.07188321],-0.7119949289129237,pred,1,23
30,8.038371801376343,[2.87107368 6.01831495 0.13919167],-0.37577598929274636,pred,-1,21
31,8.038371801376343,[7.73727819 5.89277285 0.0718053 ],-0.7547027267315998,pred,1,28
32,8.038371801376343,[1.49413875 5.42027227 0.07054089],-0.6892003171471832,pred,1,30
33,8.038371801376343,[5.05497043 4.11203535 0.07188944],-0.46615363233321894,pred,1,22
34,8.038371801376343,[ 4.98529892 -6.41970746  0.07008915],-0.7498889885903792,pred,-1,23
35,8.038371801376343,[ 0.01746469 -0.06811656  0.06965516],-0.7147863139290274,pred,1,26
36,8.038371801376343,[ 5.14394599 -4.07102887  0.06975034],-0.7128778805306006,pred,-1,34
37,8.038371801376343,[2.64320069 3.54022623 0.07179643],-0.7441308851109301,pred,-1,32
38,8.038371801376343,[-1.54794387  4.27651249  0.06965465],-0.7250647968191064,pred,-1,39
39,8.038371801376343,[-1.32142486  2.21859526  0.0696358 ],-0.9125361753203673,pred,1,26
0,10.045162916183472,[-7.32678889  1.21193358  0.0632551 ],-1.0745401707247209,prey,-1,24
1,10.045162916183472,[-6.76631159 -5.71671477  0.06383133],-1.1885251831982662,prey,-1,25
2,10.045162916183472,[-7.11837206  3.80480736  0.0628867 ],-1.0412504416037631,prey,-1,24
3,10.045162916183472,[-5.06357082 -8.31945577  0.0649216 ],-1.035427886904115,prey,-1,29
4,10.045162916183472,[-5.6404863  -1.72944744  0.06356858],-1.074157004888466,prey,-1,25
5,10.045162916183472,[2.40962388 6.96173817 0.06276471],-1.0389953836581736,prey,1,21
6,10.045162916183472,[-5.34275915  8.4512283   0.06276726],-1.0638101436401777,prey,1,38
7,10.045162916183472,[8.03221419 6.45078758 0.06271493],-1.0255543937109586,prey,-1,31
8,10.045162916183472,[-5.68165502 -7.50034414  0.06366825],-1.059793794965322,prey,1,29
9,10.045162916183472,[ 8.25269913 -1.88707627  0.06399096],-1.0599711922562522,prey,1,36
10,10.045162916183472,[-6.57267082  7.11265824  0.063689  ],-1.2654628344825485,prey,-1,38
11,10.045162916183472,[-6.60120665  6.64876396  0.06287759],-1.2509871736643763,prey,1,24
12,10.045162916183472,[ 4.57853788 -8.0782201   0.06304643],-1.0787718397735602,prey,1,23
13,10.045162916183472,[8.40491758 7.70156594 0.0632366 ],-1.1021821494475228,prey,-1,31
14,10.045162916183472,[6.67477428 6.53300376 0.0626397 ],-1.058591686818211,prey,-1,31
15,10.045162916183472,[-1.91968033  0.02059528  0.06563702],-1.0367227730805988,prey,-1,35
16,10.045162916183472,[ 4.01621832 -5.04014937  0.06474018],-1.0469708406438567,prey,-1,36
17,10.045162916183472,[-4.43557865 -2.04542378  0.06391001],-1.3384651810577846,prey,1,25
18,10.045162916183472,[7.4090707  5.04965763 0.06449436],-1.074524855605703,prey,-1,31
19,10.045162916183472,[-4.36924603 -1.663147    0.0622402 ],-1.3138240950186517,prey,-1,25
20,10.045162916183472,[ 0.62322759 -5.89103077  0.06300652],-1.039574342857624,prey,-1,29
21,10.045162916183472,[2.85612762 6.03100392 0.06461863],-0.8784386582642751,pred,1,30
22,10.045162916183472,[6.27528015 2.45690448 0.06352451],-1.0633904538628434,pred,-1,33
23,10.045162916183472,[ 3.57640915 -7.33284276  0.06290716],-1.1113212203212601,pred,1,34
24,10.045162916183472,[-8.11581836  1.41061978  0.06321313],-1.1141383019035347,pred,-1,25
25,10.045162916183472,[-6.38632675 -0.98358715  0.06395103],-1.0658964907295512,pred,1,24
26,10.045162916183472,[0.6072936  1.70060503 0.0644486 ],-1.0515944632376568,pred,-1,35
27,10.045162916183472,[ 6.38883352 -8.88529984  0.06488672],-1.0267088695795472,pred,1,34
28,10.045162916183472,[8.82961912 3.15297933 0.06252161],-1.0530455977422069,pred,1,22
29,10.045162916183472,[-0.97872026 -7.11348739  0.06295227],-1.0119044719172443,pred,1,23
30,10.045162916183472,[2.80390686 5.9407817  0.10633331],-0.48445331766061805,pred,-1,21
31,10.045162916183472,[7.6696151  5.80029731 0.06168214],-1.034040916134253,pred,1,28
32,10.045162916183472,[1.42749    5.32690729 0.06359798],-1.014010776941629,pred,1,30
33,10.045162916183472,[4.96928617 4.04370452 0.06311797],-0.7475157498620337,pred,1,22
34,10.045162916183472,[ 4.92551878 -6.51185942  0.06311944],-1.093088899998473,pred,-1,23
35,10.045162916183472,[-0.04443352 -0.15188811  0.06445152],-0.9942964835591157,pred,1,26
36,10.045162916183472,[ 5.07995566 -4.16272387  0.06418665],-1.0775570739749196,pred,-1,34
37,10.045162916183472,[2.58191075 3.45021573 0.06288454],-1.0350759954562587,pred,-1,32
38,10.045162916183472,[-1.60785767  4.19407011  0.06433959],-1.0129170031880221,pred,-1,39
39,10.045162916183472,[-1.36398553  2.12500918  0.06394062],-1.2083811061727623,pred,1,26
0,12.05268383026123,[-7.42374344  1.20242444  0.02822663],-1.5339023060959642,prey,-1,24
1,12.05268383026123,[-6.86433242 -5.73733357  0.02828447],-1.6622024943754672,prey,-1,25
2,12.05268383026123,[-7.21799289  3.79361     0.0277982 ],-1.5175726731998915,prey,-1,24
3,12.05268383026123,[-5.15824747 -8.34802353  0.0277795 ],-1.5526879475568456,prey,-1,29
4,12.05268383026123,[-5.7354882  -1.73611882  0.02881032],-1.5207765094495889,prey,-1,25
5,12.05268383026123,[2.32967199 6.96459422 0.02799308],-1.4129801067818248,prey,1,21
6,12.05268383026123,[-5.44152006  8.43472832  0.02778103],-1.545755658946046,prey,1,38
7,12.05268383026123,[7.95080837 6.4578669  0.02800566],-1.3830251954768324,prey,-1,31
8,12.05268383026123,[-5.77965841 -7.52636631  0.0279716 ],-1.5600075180397688,prey,1,29
9,12.05268383026123,[ 8.15840838 -1.88938706  0.02815888],-1.4917479742989666,prey,1,36
10,12.05268383026123,[-6.66975921  7.08601568  0.02854608],-1.7307179583955643,prey,-1,38
11,12.05268383026123,[-6.69514804  6.63688374  0.02982493],-1.6069371239671046,prey,1,24
12,12.05268383026123,[ 4.47831758 -8.09662413  0.02809571],-1.5473664480749596,prey,1,23
13,12.05268383026123,[8.31425253 7.68994287 0.02856067],-1.543611852677902,prey,-1,31
14,12.05268383026123,[6.57514774 6.51330915 0.02839778],-1.5724906477301237,prey,-1,31
15,12.05268383026123,[-2.01282448 -0.00730101  0.0281186 ],-1.5418499310315146,prey,-1,35
16,12.05268383026123,[ 3.9229163  -5.06721454  0.02818668],-1.5512882225894171,prey,-1,36
17,12.05268383026123,[-4.53226163 -2.0767404   0.02833265],-1.790781667886119,prey,1,25
18,12.05268383026123,[7.31271025 5.04301471 0.02841237],-1.519657789859612,prey,-1,31
19,12.05268383026123,[-4.45854418 -1.68134132  0.02854108],-1.6945405733137648,prey,-1,25
20,12.05268383026123,[ 0.54128892 -5.88940044  0.02837016],-1.426062550791337,prey,-1,29
21,12.05268383026123,[2.76163    6.06721056 0.02879684],-1.0874679466166475,pred,1,30
22,12.05268383026123,[6.17821264 2.45205709 0.02829728],-1.5081337115522229,pred,-1,33
23,12.05268383026123,[ 3.48010586 -7.34535315  0.02801682],-1.5644065360508326,pred,1,34
24,12.05268383026123,[-8.2117777   1.39667988  0.02896148],-1.5814701063800491,pred,-1,25
25,12.05268383026123,[-6.48021715 -0.98475903  0.02817268],-1.4829721742852957,pred,1,24
26,12.05268383026123,[0.50920434 1.69739563 0.02873679],-1.4915646607639648,pred,-1,35
27,12.05268383026123,[ 6.29458497 -8.91275343  0.02775647],-1.5209965824450173,pred,1,34
28,12.05268383026123,[8.74756972 3.15917327 0.02798274],-1.418898530873279,pred,1,22
29,12.05268383026123,[-1.05997372 -7.10541054  0.02797839],-1.3894294948594945,pred,1,23
30,12.05268383026123,[2.70042978 5.98504719 0.07433215],-1.1162653149492936,pred,-1,21
31,12.05268383026123,[7.58813696 5.80171263 0.02812178],-1.4299843482912697,pred,1,28
32,12.05268383026123,[1.33357581 5.32471842 0.02872826],-1.446666336894225,pred,1,30
33,12.05268383026123,[4.898915   4.07437168 0.02850045],-1.1093839781698542,pred,1,22
34,12.05268383026123,[ 4.8274507  -6.52915869  0.02805928],-1.5912653019998522,pred,-1,23
35,12.05268383026123,[-0.1399978  -0.16238751  0.0285946 ],-1.4296240316021427,pred,1,26
36,12.05268383026123,[ 4.98519119 -4.17417718  0.02864852],-1.5269990922693775,pred,-1,34
37,12.05268383026123,[2.50070178 3.45626943 0.0277258 ],-1.4034885388491776,pred,-1,32
38,12.05268383026123,[-1.70112253  4.17197255  0.02795809],-1.5147487882193205,pred,-1,39
39,12.05268383026123,[-1.45780212  2.08443231  0.02817113],-1.7420674514318049,pred,-1,26
0,14.054646968841553,[-7.38353423  1.12291842  0.06588759],-0.9914802356578978,prey,-1,24
1,14.054646968841553,[-6.81587017 -5.81434156  0.06588952],-1.1611582110241565,prey,-1,25
2,14.054646968841553,[-7.17634563  3.71458399  0.06406824],-0.9788347057270284,prey,-1,24
3,14.054646968841553,[-5.11211925 -8.42117279  0.06284275],-1.0753611242182588,prey,-1,29
4,14.054646968841553,[-5.69849473 -1.81713006  0.06552377],-0.9795789543453277,prey,-1,25
5,14.054646968841553,[2.36727299 6.87118477 0.06906627],-0.8514561862597123,prey,1,21
6,14.054646968841553,[-5.39744233  8.36619841  0.06192579],-1.080692235885699,prey,1,38
7,14.054646968841553,[7.98982081 6.36475581 0.06854027],-0.8318776791199767,prey,-1,31
8,14.054646968841553,[-5.73859107 -7.59372614  0.06079615],-1.0817448320129248,prey,1,29
9,14.054646968841553,[ 8.1963499  -1.97632293  0.06563012],-0.926223826699673,prey,1,36
10,14.054646968841553,[-6.61866476  7.01722761  0.06591926],-1.248223421332521,prey,-1,38
11,14.054646968841553,[-6.65004256  6.54212423  0.06903728],-1.1549011726820648,prey,1,24
12,14.054646968841553,[ 4.52065073 -8.16908557  0.06285383],-1.0626940365833657,prey,1,23
13,14.054646968841553,[8.35299165 7.61126113 0.06582693],-1.0339404930987754,prey,-1,31
14,14.054646968841553,[6.61779321 6.44888229 0.0606761 ],-1.114921162415067,prey,-1,31
15,14.054646968841553,[-1.97117663 -0.07345417  0.06065677],-1.075383247819063,prey,-1,35
16,14.054646968841553,[ 3.9633551  -5.13134058  0.06060993],-1.1016446024292401,prey,-1,36
17,14.054646968841553,[-4.47698984 -2.14762152  0.06575372],-1.3151562023946717,prey,1,25
18,14.054646968841553,[7.35593316 4.96365471 0.06558272],-0.9745663534548314,prey,-1,31
19,14.054646968841553,[-4.40366207 -1.76040614  0.0667354 ],-1.2371561715031962,prey,-1,25
20,14.054646968841553,[ 0.57929624 -5.98596922  0.06883968],-0.9164173740005959,prey,-1,29
21,14.054646968841553,[2.76257523 5.93786727 0.06647392],-0.4234184597650774,pred,1,30
22,14.054646968841553,[6.21957548 2.37089207 0.06560814],-0.9469156248567066,pred,-1,33
23,14.054646968841553,[ 3.52063191 -7.42534449  0.06591798],-1.029909871134985,pred,1,34
24,14.054646968841553,[-8.16795295  1.32167008  0.06558869],-1.073941142748203,pred,-1,25
25,14.054646968841553,[-6.43768145 -1.07001052  0.0657229 ],-0.913358680196279,pred,1,24
26,14.054646968841553,[0.54846364 1.61609208 0.06586111],-0.9423781340292345,pred,-1,35
27,14.054646968841553,[ 6.33437882 -8.97813168  0.0606427 ],-1.047529954396052,pred,1,34
28,14.054646968841553,[8.78705848 3.06149029 0.0689881 ],-0.8859637111845142,pred,1,22
29,14.054646968841553,[-1.02576881 -7.20176756  0.06885876],-0.8454403834291906,pred,1,23
30,14.054646968841553,[2.68038902 5.86583444 0.13272897],-0.32694849520683533,pred,-1,21
31,14.054646968841553,[7.62495971 5.70780709 0.06905598],-0.9316593638014452,pred,1,28
32,14.054646968841553,[1.37288566 5.23841713 0.065554  ],-0.8756473101341555,pred,1,30
33,14.054646968841553,[4.90587173 3.97787543 0.06915699],-0.5271243273335999,pred,1,22
34,14.054646968841553,[ 4.87223938 -6.60316942  0.06556921],-1.0706528244406295,pred,-1,23
35,14.054646968841553,[-0.10531384 -0.23098097  0.06063343],-0.9402077935831192,pred,1,26
36,14.054646968841553,[ 5.02413926 -4.25305869  0.06564405],-0.998854858936367,pred,-1,34
37,14.054646968841553,[2.54429995 3.36373054 0.06906629],-0.8352370116591059,pred,-1,32
38,14.054646968841553,[-1.66452585  4.10755097  0.06099232],-1.0389308266702542,pred,-1,39
39,14.054646968841553,[-1.41138001  2.02721585  0.06064084],-1.3243744992015007,pred,1,26
0,16.06158685684204,[-7.3732704   0.97654422  0.05647955],-1.070857916930629,prey,-1,24
1,16.06158685684204,[-6.78835114 -5.95886479  0.05650467],-1.1983860756318545,prey,-1,25
2,16.06158685684204,[-7.17489852  3.56635274  0.05669538],-1.061140007201165,prey,-1,24
3,16.06158685684204,[-5.09914713 -8.56818179  0.05683996],-1.1298863788709723,prey,-1,29
4,16.06158685684204,[-5.68674677 -1.96357236  0.05677167],-1.0502578356476486,prey,-1,25
5,16.06158685684204,[2.34508024 6.7349376  0.0532497 ],-0.8439050071470882,prey,1,30
6,16.06158685684204,[-5.39092468  8.21821923  0.0564369 ],-1.1228563712952653,prey,1,38
7,16.06158685684204,[7.96914535 6.2289162  0.05238182],-0.8178986598908748,prey,-1,31
8,16.06158685684204,[-5.73588808 -7.74018519  0.05628482],-1.1077083575433986,prey,1,29
9,16.06158685684204,[ 8.20026668 -2.12708831  0.05583738],-0.9985077450533133,prey,1,36
