id,simTime,position,angle,predprey,tag,otherID,immCheck,RanW
33,2.0076849460601807,[5.56860328 4.06996905 0.06929814],-1.0911018882368602,pred,1,0,True,True
34,2.0076849460601807,[0.69071409 2.88845102 0.06892295],-1.088517713801382,pred,1,0,True,True
35,2.0076849460601807,[-1.44679457 -1.78393253  0.0665603 ],-0.7749438063267142,pred,1,0,True,True
36,2.0076849460601807,[6.1911499  0.61388067 0.06663984],-0.663905822427806,pred,1,0,True,True
37,2.0076849460601807,[-3.59945092 -6.24515351  0.06816125],-1.105887440039969,pred,1,0,True,True
38,2.0076849460601807,[-8.4947563   2.04979796  0.06747593],-0.8274782280569095,pred,1,0,True,True
39,2.0076849460601807,[2.25942308 5.77341378 0.06928973],-1.0915658044297345,pred,1,0,True,True
0,4.008141994476318,[-6.46680736  5.18876662  0.04539903],-1.062897363255665,prey,-1,24,False,True
1,4.008141994476318,[4.04445767 2.40442606 0.04522898],-0.3936446767437225,prey,-1,31,False,True
2,4.008141994476318,[-2.71937778 -2.99205116  0.04445938],-1.0776815326865314,prey,1,35,False,True
3,4.008141994476318,[-1.14447185 -3.67948405  0.0454482 ],-1.0920356476540727,prey,-1,32,False,True
4,4.008141994476318,[ 3.34629355 -2.82440401  0.04417408],-1.115218135872547,prey,-1,32,True,True
5,4.008141994476318,[ 5.06990235 -6.40256615  0.04523266],-1.0937074599657688,prey,1,21,False,True
6,4.008141994476318,[4.81043383 1.95055639 0.04503638],-0.5378502568506738,prey,1,31,False,True
7,4.008141994476318,[-3.49613145 -7.63401684  0.04577188],-1.1067201988058657,prey,-1,37,False,True
8,4.008141994476318,[-2.71234554 -1.66941854  0.04390882],-0.8821681115171645,prey,-1,35,False,True
9,4.008141994476318,[ 0.38814026 -6.53790904  0.04549144],-1.0915513893360136,prey,-1,32,False,True
10,4.008141994476318,[0.67751101 5.88803944 0.0445905 ],-1.1298963046245944,prey,-1,39,False,True
11,4.008141994476318,[-5.17272625 -8.05894539  0.04521323],-0.7695176395065557,prey,1,37,False,True
12,4.008141994476318,[ 6.46989302 -5.20198895  0.04446843],-1.0867623673183657,prey,1,21,False,True
13,4.008141994476318,[-8.73182111 -0.56742882  0.04537358],-1.079086408541459,prey,-1,38,True,True
14,4.008141994476318,[ 6.65081813 -8.00454022  0.04548965],-1.1900820022918155,prey,1,23,False,True
15,4.008141994476318,[7.31650695 0.52511632 0.04501991],-1.0745470392996177,prey,1,36,False,True
16,4.008141994476318,[2.13668672 2.39380184 0.04559906],-1.0807904682919576,prey,-1,34,False,True
17,4.008141994476318,[-0.96536606  4.08367866  0.04438157],-1.0726093894228304,prey,-1,34,False,True
18,4.008141994476318,[-5.0131897   0.94757942  0.04564387],-1.1042714926960553,prey,1,29,False,True
19,4.008141994476318,[-2.05499918  0.71204597  0.04407955],-1.197519121221709,prey,-1,29,True,True
20,4.008141994476318,[-1.26650134 -7.73173432  0.04579136],-1.039983891111274,prey,1,28,False,True
21,4.008141994476318,[ 5.57051563 -5.99322825  0.04585171],-1.0869499755327947,pred,1,0,True,True
22,4.008141994476318,[-6.76561263 -4.45319595  0.04607676],-0.8936303209290433,pred,1,0,True,True
23,4.008141994476318,[ 8.53949072 -7.01506759  0.04534348],-0.9396685273040761,pred,1,0,True,True
24,4.008141994476318,[-8.88094864  5.73383909  0.04518885],-1.114352525331885,pred,1,0,True,True
25,4.008141994476318,[6.11247351 8.61848617 0.0447042 ],-1.1229536902921557,pred,1,0,True,True
26,4.008141994476318,[ 1.66888359 -8.45757109  0.04580367],-1.0882499003046044,pred,1,0,True,True
27,4.008141994476318,[7.36964395 7.14269003 0.04552699],-0.4700690757244601,pred,1,0,True,True
28,4.008141994476318,[-1.85029863 -6.25714372  0.04540719],-1.11121915981066,pred,1,0,True,True
29,4.008141994476318,[-4.39827963  1.95622036  0.04510507],-1.0968681445128943,pred,1,0,True,True
30,4.008141994476318,[-5.87759902  2.28784403  0.04477171],-1.0722760889481364,pred,1,0,True,True
31,4.008141994476318,[4.92264359 3.11627258 0.04508494],-1.0994276947583494,pred,1,0,True,True
32,4.008141994476318,[-0.02197618 -4.3626695   0.04616533],-1.0940979105883466,pred,1,0,True,True
33,4.008141994476318,[5.54196253 3.94953345 0.04455773],-1.1118268914273504,pred,1,0,True,True
34,4.008141994476318,[0.66002119 2.7623737  0.04623385],-1.0943665056858358,pred,1,0,True,True
35,4.008141994476318,[-1.51029195 -1.88931336  0.04548919],-0.8868515937120702,pred,1,0,True,True
36,4.008141994476318,[6.11877899 0.51953342 0.04488024],-0.6554552825988402,pred,1,0,True,True
37,4.008141994476318,[-3.60436851 -6.35066855  0.04573898],-1.0747203352853085,pred,1,0,True,True
38,4.008141994476318,[-8.52948304  1.93491883  0.04554725],-0.8485289978462838,pred,1,0,True,True
39,4.008141994476318,[2.23469295 5.64862451 0.04583383],-1.0917318584969729,pred,1,0,True,True
0,6.022511005401611,[-6.46232018  5.0899382   0.05383983],-1.138344520063161,prey,-1,24,False,True
1,6.022511005401611,[3.97343712 2.34921427 0.05277982],-0.31608969154252575,prey,-1,31,False,True
2,6.022511005401611,[-2.7155509  -3.0847508   0.05073142],-1.1454549988923817,prey,1,35,False,True
3,6.022511005401611,[-1.13975043 -3.78014846  0.05210232],-1.1687766817955367,prey,-1,32,False,True
4,6.022511005401611,[ 3.35257909 -2.91499143  0.05242768],-1.1729177156175592,prey,-1,32,True,True
5,6.022511005401611,[ 5.07129069 -6.49446655  0.0543077 ],-1.175223420267948,prey,1,21,False,True
6,6.022511005401611,[4.78858065 1.85930127 0.05123977],-0.6260601749680972,prey,1,31,False,True
7,6.022511005401611,[-3.48962346 -7.72665391  0.05207129],-1.1422515923827652,prey,-1,37,False,True
8,6.022511005401611,[-2.71645718 -1.76746882  0.0515148 ],-0.9544218443620842,prey,-1,35,False,True
9,6.022511005401611,[ 0.36988968 -6.60405346  0.05169677],-1.051378490762064,prey,-1,32,False,True
10,6.022511005401611,[0.68301786 5.79126819 0.05228278],-1.2054171237692963,prey,-1,39,False,True
11,6.022511005401611,[-5.18786537 -8.1405936   0.05258976],-0.8709131787549458,prey,-1,37,False,True
12,6.022511005401611,[ 6.47213778 -5.29541942  0.0519331 ],-1.147761274492891,prey,1,21,False,True
13,6.022511005401611,[-8.72659468 -0.65985527  0.05318989],-1.1079395253830713,prey,-1,38,True,True
14,6.022511005401611,[ 6.65617826 -8.09622321  0.05385793],-1.2481300993789404,prey,1,23,False,True
15,6.022511005401611,[7.32111168 0.43201412 0.05186175],-1.0954556299643845,prey,1,36,False,True
16,6.022511005401611,[2.14504073 2.30158879 0.05193375],-1.182300795231424,prey,-1,34,False,True
17,6.022511005401611,[-0.95634445  3.99791832  0.05162142],-1.1603452305156083,prey,-1,34,False,True
18,6.022511005401611,[-5.00919006  0.85712499  0.0539673 ],-1.1276096333075967,prey,1,29,False,True
19,6.022511005401611,[-2.04122544  0.61431076  0.05230716],-1.198086729361516,prey,-1,29,True,True
20,6.022511005401611,[-1.27160052 -7.82588324  0.05400212],-1.0453339072110133,prey,1,28,False,True
21,6.022511005401611,[ 5.5763084  -6.08781116  0.05164253],-1.1631562582452375,pred,1,0,True,True
22,6.022511005401611,[-6.76156716 -4.53882829  0.05319637],-0.9878544475648203,pred,1,0,True,True
23,6.022511005401611,[ 8.53793516 -7.10787485  0.0528    ],-1.023162786330146,pred,1,0,True,True
24,6.022511005401611,[-8.87333499  5.62988586  0.05211802],-1.1493054702399192,pred,1,0,True,True
25,6.022511005401611,[6.11993263 8.52668633 0.05215583],-1.1960068209368737,pred,1,0,True,True
26,6.022511005401611,[ 1.67834428 -8.55213282  0.0524662 ],-1.1264198832600938,pred,1,0,True,True
27,6.022511005401611,[7.32915959 7.06449051 0.05292364],-0.5114035946047863,pred,1,0,True,True
28,6.022511005401611,[-1.83805053 -6.35438815  0.05217077],-1.1161433605888913,pred,1,0,True,True
29,6.022511005401611,[-4.38672704  1.85983804  0.05197085],-1.1509764274842267,pred,1,0,True,True
30,6.022511005401611,[-5.86606831  2.18578119  0.05165547],-1.16431140583353,pred,1,0,True,True
31,6.022511005401611,[4.93650105 3.02679342 0.05181163],-1.1485578646322425,pred,1,0,True,True
32,6.022511005401611,[-0.01876814 -4.46052244  0.05259804],-1.1540827655672785,pred,1,0,True,True
33,6.022511005401611,[5.56270944 3.85991003 0.05212313],-1.1895746035065111,pred,1,0,True,True
34,6.022511005401611,[0.6651117  2.67207861 0.05302404],-1.1525194389328681,pred,1,0,True,True
35,6.022511005401611,[-1.51772536 -1.98510398  0.05249501],-0.9512974776372305,pred,1,0,True,True
36,6.022511005401611,[6.10254444 0.43455449 0.05312011],-0.7484146091302595,pred,1,0,True,True
37,6.022511005401611,[-3.60013782 -6.44983294  0.05245429],-1.129895669451611,pred,1,0,True,True
38,6.022511005401611,[-8.52887969  1.83802312  0.05156641],-0.9343750999609219,pred,1,0,True,True
39,6.022511005401611,[2.24306285 5.55031747 0.05208206],-1.139789049897825,pred,1,0,True,True
0,8.0241060256958,[-6.52646961  5.00649791  0.06039188],-1.5000097050962045,prey,-1,24,False,True
1,8.0241060256958,[3.87934472 2.34921411 0.05807317],-0.6102474112075091,prey,-1,31,False,True
2,8.0241060256958,[-2.78577051 -3.15661751  0.05850867],-1.5213483009621558,prey,1,35,False,True
3,8.0241060256958,[-1.21894084 -3.86598574  0.05787083],-1.6265519856767243,prey,-1,32,False,True
4,8.0241060256958,[ 3.28729531 -2.99440142  0.05879676],-1.534628085990615,prey,-1,32,True,True
5,8.0241060256958,[ 5.00515749 -6.56974458  0.05929931],-1.5474687621455656,prey,1,21,False,True
6,8.0241060256958,[4.69098193 1.82658177 0.05779246],-1.0011803174744838,prey,1,31,False,True
7,8.0241060256958,[-3.56014203 -7.80734635  0.06017864],-1.5345580646827544,prey,-1,37,False,True
8,8.0241060256958,[-2.7978095  -1.83734894  0.05811305],-1.3227149413734929,prey,-1,35,False,True
9,8.0241060256958,[ 0.29611023 -6.66809045  0.060551  ],-1.366766687635981,prey,-1,32,False,True
10,8.0241060256958,[0.62124721 5.71192483 0.05820454],-1.5626988054337116,prey,-1,39,False,True
11,8.0241060256958,[-5.27055616 -8.20673525  0.05701109],-1.2577804039350358,prey,-1,37,False,True
12,8.0241060256958,[ 6.40272517 -5.36882314  0.05862527],-1.5152865925678216,prey,1,21,False,True
13,8.0241060256958,[-8.80036534 -0.73485253  0.0593213 ],-1.5077641221488283,prey,-1,38,True,True
14,8.0241060256958,[ 6.59100098 -8.17522663  0.06004563],-1.6740612651986173,prey,1,23,False,True
15,8.0241060256958,[7.24989081 0.35623675 0.05757929],-1.4229546557972044,prey,1,36,False,True
16,8.0241060256958,[2.0802922  2.22388803 0.05955627],-1.5995893945396755,prey,-1,34,False,True
17,8.0241060256958,[-1.02830759  3.91903289  0.05960192],-1.5423190134487408,prey,-1,34,False,True
18,8.0241060256958,[-5.07740706  0.775615    0.05920877],-1.4780945300153348,prey,1,29,False,True
19,8.0241060256958,[-2.1025689   0.53200492  0.06035618],-1.5322718040807053,prey,-1,29,True,True
20,8.0241060256958,[-1.34524442 -7.90291158  0.05878082],-1.4206234919942387,prey,1,28,False,True
21,8.0241060256958,[ 5.50359474 -6.17001325  0.06004745],-1.5689218471094668,pred,1,0,True,True
22,8.0241060256958,[-6.84161656 -4.6093481   0.05995429],-1.3811407173667387,pred,1,0,True,True
23,8.0241060256958,[ 8.46101948 -7.18346163  0.06123259],-1.4362821563107027,pred,1,0,True,True
24,8.0241060256958,[-8.9465788   5.55460767  0.06033528],-1.5427679306686262,pred,1,0,True,True
25,8.0241060256958,[6.05205864 8.44797746 0.05966335],-1.5836739526408448,pred,1,0,True,True
26,8.0241060256958,[ 1.60976107 -8.63491856  0.05885236],-1.4980661047155168,pred,1,0,True,True
27,8.0241060256958,[7.22512278 7.03752738 0.05981849],-0.8592915854697232,pred,1,0,True,True
28,8.0241060256958,[-1.90639464 -6.43494055  0.05862159],-1.4881512293499721,pred,1,0,True,True
29,8.0241060256958,[-4.46029993  1.78021659  0.06069641],-1.5176671469757412,pred,1,0,True,True
30,8.0241060256958,[-5.94254847  2.10723359  0.05996268],-1.5650648110228267,pred,1,0,True,True
31,8.0241060256958,[4.86842071 2.95137495 0.06041779],-1.5389660427082892,pred,1,0,True,True
32,8.0241060256958,[-0.09414725 -4.53937858  0.05997219],-1.505319025112109,pred,1,0,True,True
33,8.0241060256958,[5.48780622 3.78135454 0.06065732],-1.560442202769587,pred,1,0,True,True
34,8.0241060256958,[0.59782657 2.58796303 0.06018885],-1.5358867079992524,pred,1,0,True,True
35,8.0241060256958,[-1.60011888 -2.05349458  0.05998556],-1.3763202783018973,pred,1,0,True,True
36,8.0241060256958,[6.01316979 0.38474496 0.06015779],-1.1598628795742125,pred,1,0,True,True
37,8.0241060256958,[-3.66841517 -6.52868328  0.05933015],-1.5375258531334175,pred,1,0,True,True
38,8.0241060256958,[-8.60982064  1.77045434  0.06016999],-1.3436839514370351,pred,1,0,True,True
39,8.0241060256958,[2.16915432 5.47668574 0.06029095],-1.5364624770402493,pred,1,0,True,True
0,10.031875133514404,[-6.57722135  4.93714645  0.03883105],-1.8630017098929363,prey,-1,24,False,True
1,10.031875133514404,[3.79684332 2.34007748 0.03781195],-0.9691059369370367,prey,-1,31,False,True
2,10.031875133514404,[-2.83282663 -3.21760289  0.03718503],-1.8498242235055395,prey,1,35,False,True
3,10.031875133514404,[-1.27453751 -3.94367815  0.03740483],-1.946334638071184,prey,-1,32,False,True
4,10.031875133514404,[ 3.24433373 -3.0716404   0.03807632],-1.8720210828463257,prey,-1,32,True,True
5,10.031875133514404,[ 4.95896929 -6.64362195  0.03770776],-1.9178758162174878,prey,1,21,False,True
6,10.031875133514404,[4.63290106 1.78457817 0.03711273],-1.320966819568861,prey,1,31,False,True
7,10.031875133514404,[-3.60583757 -7.8859078   0.03803999],-1.9000405502110416,prey,-1,37,False,True
8,10.031875133514404,[-2.85063164 -1.90169735  0.0375871 ],-1.7090701056835846,prey,-1,35,False,True
9,10.031875133514404,[ 0.24073692 -6.74389102  0.03865744],-1.7403202734133694,prey,-1,32,False,True
10,10.031875133514404,[0.5782914 5.633389  0.038051 ],-1.899346630329739,prey,-1,39,False,True
11,10.031875133514404,[-5.32398211 -8.26435239  0.03726076],-1.598813683661065,prey,-1,37,False,True
12,10.031875133514404,[ 6.35700632 -5.42726768  0.03706935],-1.81762298677298,prey,1,21,False,True
13,10.031875133514404,[-8.8444219  -0.81208241  0.03809477],-1.8866742590139014,prey,-1,38,True,True
14,10.031875133514404,[ 6.55095844 -8.25549993  0.03885543],-2.035326124116367,prey,1,23,False,True
15,10.031875133514404,[7.20467346 0.29201417 0.03701087],-1.747086869851663,prey,1,36,False,True
16,10.031875133514404,[2.03867985 2.14489322 0.03776014],-1.964305238534029,prey,-1,34,False,True
17,10.031875133514404,[-1.06413126  3.83850021  0.03780439],-1.8857849079702143,prey,-1,34,False,True
18,10.031875133514404,[-5.12684994  0.69849116  0.03827314],-1.824083957082851,prey,1,29,False,True
19,10.031875133514404,[-2.14840521  0.45842768  0.0381697 ],-1.8560655286112941,prey,-1,29,True,True
20,10.031875133514404,[-1.39532832 -7.98005115  0.03795537],-1.802320903274736,prey,1,28,False,True
21,10.031875133514404,[ 5.45784508 -6.24753159  0.03780007],-1.9294956700093224,pred,1,0,True,True
22,10.031875133514404,[-6.89748154 -4.6787802   0.03800892],-1.7423995597234454,pred,1,0,True,True
23,10.031875133514404,[ 8.41216874 -7.25430626  0.03817917],-1.8002529521470063,pred,1,0,True,True
24,10.031875133514404,[-8.99219882  5.47995175  0.03786491],-1.9001143801947715,pred,1,0,True,True
25,10.031875133514404,[6.00866132 8.37093585 0.03812837],-1.9503736304732378,pred,1,0,True,True
26,10.031875133514404,[ 1.56320703 -8.71295609  0.0380046 ],-1.8592152748170903,pred,1,0,True,True
27,10.031875133514404,[7.1531962  7.00918029 0.0385059 ],-1.192647760031604,pred,1,0,True,True
28,10.031875133514404,[-1.9570988  -6.51255827  0.03841487],-1.8757993242141908,pred,1,0,True,True
29,10.031875133514404,[-4.51092209  1.70643198  0.03863748],-1.8822807781224267,pred,1,0,True,True
30,10.031875133514404,[-5.98892957  2.03265283  0.03849405],-1.8868806051146811,pred,1,0,True,True
31,10.031875133514404,[4.82499498 2.87484576 0.0383147 ],-1.937853256618436,pred,1,0,True,True
32,10.031875133514404,[-0.14484986 -4.61850405  0.03801546],-1.8940631969758097,pred,1,0,True,True
33,10.031875133514404,[5.43693052 3.70414078 0.0380535 ],-1.9088828183973783,pred,1,0,True,True
34,10.031875133514404,[0.54918483 2.51187372 0.03840616],-1.8948323150649162,pred,1,0,True,True
35,10.031875133514404,[-1.65462648 -2.12055389  0.03803158],-1.7405540066865184,pred,1,0,True,True
36,10.031875133514404,[5.95465037 0.32711476 0.03798495],-1.5432438309274596,pred,1,0,True,True
37,10.031875133514404,[-3.72841315 -6.61828183  0.03798395],-1.8769510098901545,pred,1,0,True,True
38,10.031875133514404,[-8.66758978  1.70036252  0.0380474 ],-1.7205171552481104,pred,1,0,True,True
39,10.031875133514404,[2.1257959  5.39586847 0.03788061],-1.916391757726867,pred,1,0,True,True
0,12.043928146362305,[-6.5279968   4.82515246  0.03197557],-1.8363409063805411,prey,-1,24,False,True
1,12.043928146362305,[3.77016661 2.26690355 0.02997592],-0.7589035464321507,prey,-1,31,False,True
2,12.043928146362305,[-2.80920996 -3.30898609  0.03159179],-1.7417122807150835,prey,1,35,False,True
3,12.043928146362305,[-1.22938423 -4.04169712  0.03084056],-1.812989045589114,prey,-1,32,False,True
4,12.043928146362305,[ 3.27222444 -3.16835607  0.0309272 ],-1.7910266812551,prey,-1,32,True,True
5,12.043928146362305,[ 4.9887031  -6.72903625  0.03035267],-1.8197649974377679,prey,1,21,False,True
6,12.043928146362305,[4.63458108 1.67399516 0.03089672],-1.2511828626402097,prey,1,31,False,True
7,12.043928146362305,[-3.57520738 -7.97074029  0.03133705],-1.7781963658065973,prey,-1,37,False,True
8,12.043928146362305,[-2.83054399 -2.00181235  0.03004979],-1.6209791785533691,prey,-1,35,False,True
9,12.043928146362305,[ 0.27231075 -6.85157146  0.02990437],-1.6546294322981252,prey,-1,32,False,True
10,12.043928146362305,[0.60262325 5.53863217 0.03028366],-1.8038341286192798,prey,-1,39,False,True
11,12.043928146362305,[-5.30716381 -8.3747581   0.03050796],-1.505797757820302,prey,-1,37,False,True
12,12.043928146362305,[ 6.38635469 -5.52584712  0.03165443],-1.719117726851857,prey,1,21,False,True
13,12.043928146362305,[-8.81341611 -0.90529549  0.03108132],-1.7658981348099985,prey,-1,38,True,True
14,12.043928146362305,[ 6.58986776 -8.32761089  0.03028433],-1.9355915943772941,prey,1,23,False,True
15,12.043928146362305,[7.22441986 0.18674604 0.03051731],-1.6632714789056768,prey,1,36,False,True
16,12.043928146362305,[2.0728642  2.05821959 0.02994996],-1.8208339167008158,prey,-1,34,False,True
17,12.043928146362305,[-1.04040707  3.74714475  0.03220614],-1.835008693767365,prey,-1,34,False,True
18,12.043928146362305,[-5.1027836   0.60531194  0.03216296],-1.7111015575260122,prey,1,29,False,True
19,12.043928146362305,[-2.11113977  0.36930745  0.03051627],-1.7191177153551847,prey,-1,29,True,True
20,12.043928146362305,[-1.37315895 -8.07447516  0.03019013],-1.7231171240215688,prey,1,28,False,True
21,12.043928146362305,[ 5.49137584 -6.34332735  0.03154259],-1.8376374166931297,pred,1,0,True,True
22,12.043928146362305,[-6.87758372 -4.77450659  0.03062939],-1.7026822614801,pred,1,0,True,True
23,12.043928146362305,[ 8.41552713 -7.31274429  0.02953116],-1.5578495064238362,pred,1,0,True,True
24,12.043928146362305,[-8.96154584  5.39260746  0.03099398],-1.7446791156978314,pred,1,0,True,True
25,12.043928146362305,[6.04002176 8.27879801 0.03130212],-1.8282291766015468,pred,1,0,True,True
26,12.043928146362305,[ 1.58400943 -8.79647084  0.03036992],-1.750717013903286,pred,1,0,True,True
27,12.043928146362305,[7.14571734 6.92548205 0.03084024],-1.0154360754006495,pred,1,0,True,True
28,12.043928146362305,[-1.92904907 -6.6006424   0.03078181],-1.790547917331016,pred,1,0,True,True
29,12.043928146362305,[-4.47400384  1.6206635   0.02983319],-1.7797698904270578,pred,1,0,True,True
30,12.043928146362305,[-5.94768255  1.94232905  0.0307859 ],-1.7742921589780316,pred,1,0,True,True
31,12.043928146362305,[4.85783221 2.78429699 0.02998595],-1.8128248094794426,pred,1,0,True,True
32,12.043928146362305,[-0.10650538 -4.70530563  0.03172737],-1.8176131134719131,pred,1,0,True,True
33,12.043928146362305,[5.46962378 3.61116361 0.03103531],-1.797785704897479,prey,-1,31,False,False
34,12.043928146362305,[0.58548246 2.41924644 0.0320441 ],-1.7657831569640419,pred,1,0,True,True
35,12.043928146362305,[-1.62673737 -2.23108795  0.03170158],-1.6700649075296807,pred,1,0,True,True
36,12.043928146362305,[5.96598134 0.2155187  0.03067675],-1.471867449108386,pred,1,0,True,True
37,12.043928146362305,[-3.69688744 -6.70960324  0.03114572],-1.7257400663228737,pred,1,0,True,True
38,12.043928146362305,[-8.64319429  1.60030349  0.03125766],-1.6049991929556309,pred,1,0,True,True
39,12.043928146362305,[2.15694981 5.30327099 0.03075643],-1.7591775952696445,pred,1,0,True,True
0,14.051676988601685,[-6.4566387   4.73188564  0.05879757],-1.5128930308877204,prey,-1,24,True,True
1,14.051676988601685,[3.72408906 2.16564271 0.0590297 ],-0.384718986535169,prey,-1,31,False,True
2,14.051676988601685,[-2.75017018 -3.41552279  0.05930291],-1.420697799479722,prey,1,35,False,True
3,14.051676988601685,[-1.16512027 -4.13242987  0.05907682],-1.4681534879294342,prey,-1,32,False,True
4,14.051676988601685,[ 3.33874542 -3.26289951  0.0584983 ],-1.489297813471342,prey,-1,32,True,True
5,14.051676988601685,[ 5.05395644 -6.82028145  0.05590924],-1.5201994473171547,prey,1,21,False,True
6,14.051676988601685,[4.63642654 1.5472578  0.05901004],-0.9946269234807215,prey,1,31,False,True
7,14.051676988601685,[-3.51234306 -8.06397183  0.05839665],-1.4485152060077362,prey,-1,37,False,True
8,14.051676988601685,[-2.78296759 -2.11756671  0.05887142],-1.316387494011702,prey,-1,35,False,True
9,14.051676988601685,[ 0.32446466 -6.95949628  0.05811586],-1.3560918668876498,prey,-1,32,False,True
10,14.051676988601685,[0.66830779 5.44638121 0.05817022],-1.4748963714444288,prey,-1,39,False,True
11,14.051676988601685,[-5.27832506 -8.50092336  0.05919357],-1.212046325188225,prey,-1,37,False,True
12,14.051676988601685,[ 6.44165636 -5.63717981  0.05883869],-1.3936315492350442,prey,1,21,False,True
13,14.051676988601685,[-8.75466401 -1.0015353   0.05896763],-1.4502357616839996,prey,-1,38,True,True
14,14.051676988601685,[ 6.66784383 -8.41083291  0.05570608],-1.5865519528585525,prey,1,23,False,True
15,14.051676988601685,[7.26974042 0.07167899 0.05901334],-1.3446456168753176,prey,1,36,False,True
16,14.051676988601685,[2.14104559 1.96637394 0.05818174],-1.487931165911505,prey,-1,34,False,True
17,14.051676988601685,[-0.9750294   3.65481588  0.05875842],-1.5276191309220213,prey,-1,34,False,True
18,14.051676988601685,[-5.04470175  0.50524259  0.05798466],-1.3922705556459758,prey,1,29,False,True
19,14.051676988601685,[-2.05022605  0.26563541  0.05717557],-1.4182150808814074,prey,-1,29,True,True
20,14.051676988601685,[-1.31217116 -8.17615838  0.05563548],-1.42878720403616,prey,1,28,False,True
21,14.051676988601685,[ 5.56278504 -6.43380609  0.05891653],-1.4909776277278213,pred,1,0,True,True
22,14.051676988601685,[-6.82085534 -4.87332075  0.05888962],-1.399007875847703,pred,1,0,True,True
23,14.051676988601685,[ 8.45806733 -7.43148644  0.0587613 ],-1.262897908480534,pred,1,0,True,True
24,14.051676988601685,[-8.89880619  5.28899435  0.05847352],-1.422464933582867,pred,1,0,True,True
25,14.051676988601685,[6.10375452 8.17957836 0.05906068],-1.5236709087153713,pred,1,0,True,True
26,14.051676988601685,[ 1.64625386 -8.90161452  0.0581165 ],-1.4170884503253454,pred,1,0,True,True
27,14.051676988601685,[7.12582878 6.80773615 0.05864345],-0.6614641898623512,pred,1,0,True,True
