id,simTime,predprey,lifespan,RanW,caughtBy,byRanW
16,22.063310861587524,pred,22.235384941101074,True,1,True
17,46.115548849105835,pred,46.27609181404114,True,1,True
18,72.19331192970276,pred,72.34238290786743,True,1,True
19,100.28297400474548,pred,100.42053198814392,True,1,True
7,110.31660795211792,prey,84.2485020160675,True,29,True
20,128.37697505950928,pred,128.50294017791748,True,1,True
21,158.50178503990173,pred,158.61593008041382,True,1,True
22,190.63540887832642,pred,190.73788285255432,True,1,True
11,202.66923308372498,prey,176.60112714767456,True,29,True
24,222.72410988807678,pred,222.80334186553955,True,1,True
26,256.8491370677948,pred,256.9052791595459,True,1,True
10,256.8491370677948,prey,66.21372818946838,True,1,True
25,290.9744539260864,pred,291.04214000701904,True,1,True
20,290.9744539260864,prey,150.55150985717773,True,1,True
4,313.027615070343,prey,214.75548815727234,True,23,True
27,323.0487439632416,pred,323.09313106536865,True,1,True
18,335.0787229537964,prey,112.3546130657196,False,28,True
15,347.11882185935974,prey,124.39471197128296,True,28,True
29,353.1374440193176,pred,353.15819001197815,True,1,True
26,365.172975063324,prey,108.31830716133118,False,7,False
1,367.176882982254,prey,128.39545106887817,True,15,False
11,381.2187669277191,pred,178.5414559841156,True,29,False
6,389.2515239715576,prey,148.4699580669403,True,1,True
20,409.31382489204407,pred,118.32750701904297,False,1,True
26,439.3725919723511,pred,74.19138312339783,False,7,False
4,471.4756860733032,pred,158.43951106071472,False,23,True
18,505.57006096839905,pred,170.48279094696045,False,28,True
18,505.57006096839905,prey,-0.0056149959564208984,False,28,True
28,539.6732609272003,pred,539.7055480480194,True,1,True
0,539.6732609272003,prey,0.0,True,1,True
15,573.7652039527893,pred,226.63836288452148,False,28,True
13,573.7652039527893,prey,20.06210708618164,True,1,True
21,575.7773020267487,prey,401.20507311820984,False,10,False
3,581.7916049957275,prey,481.50863099098206,True,10,False
19,585.8068559169769,prey,294.8324019908905,True,10,False
14,593.8483629226685,prey,40.14526605606079,True,13,False
23,599.8570749759674,pred,599.947909116745,True,1,True
9,603.8668119907379,prey,164.49422001838684,True,1,True
25,625.9538888931274,prey,140.43857288360596,False,6,False
18,625.9538888931274,pred,120.37195992469788,False,28,True
2,635.9855880737305,prey,403.22603821754456,True,6,False
0,650.0229289531708,pred,110.33803009986877,True,1,True
3,676.1049618721008,pred,94.30521297454834,False,10,False
8,682.1300818920135,prey,210.65439581871033,True,6,False
5,698.1815850734711,prey,90.29439616203308,True,21,False
7,700.1817619800568,pred,589.8565049171448,False,29,False
10,726.2620370388031,pred,469.4009840488434,False,1,True
19,754.3268320560455,pred,168.51183009147644,False,10,False
13,784.4119279384613,pred,210.63484501838684,False,1,True
4,808.5113389492035,prey,310.969477891922,False,25,False
14,814.527706861496,pred,220.67113590240479,False,13,False
16,818.5310950279236,prey,495.482351064682,False,25,False
17,820.5403549671173,prey,724.2743179798126,False,25,False
9,842.6021580696106,pred,238.72729110717773,False,1,True
2,872.6869609355927,pred,236.69316792488098,True,6,False
21,904.7983019351959,pred,329.0127520561218,False,10,False
12,920.8432440757751,prey,663.9941070079803,True,1,True
24,926.8765959739685,prey,700.1436789035797,True,1,True
20,928.8898148536682,prey,302.93592596054077,False,1,True
25,932.9066689014435,pred,306.9446949958801,False,6,False
18,959.0078229904175,prey,308.9848940372467,False,20,False
17,961.0233769416809,pred,140.47491598129272,True,25,True
2,971.0713498592377,prey,98.37880897521973,True,4,False
0,989.1502020359039,prey,339.12172412872314,True,8,False
6,989.1502020359039,pred,599.8904571533203,False,1,True
14,1001.1789028644562,prey,128.49194192886353,True,16,False
13,1003.1791470050812,prey,130.49218606948853,False,16,False
5,1013.2027778625488,pred,315.01288294792175,False,21,False
28,1023.2261130809784,prey,373.2031841278076,True,0,False
12,1037.272551059723,pred,116.42110800743103,False,1,True
1,1063.3775880336761,pred,696.1923849582672,True,15,True
29,1081.4362170696259,prey,206.7383852005005,False,20,False
18,1089.4735028743744,pred,130.4578549861908,True,20,False
28,1117.5460169315338,pred,94.31175208091736,True,0,False
22,1125.5729038715363,prey,158.5284879207611,True,4,False
26,1131.5966720581055,prey,692.2184941768646,True,24,False
21,1133.6038658618927,prey,228.79982995986938,False,2,True
14,1141.6193568706512,pred,140.4322738647461,False,16,False
20,1167.687183856964,pred,238.78933000564575,False,1,True
15,1179.732918024063,prey,529.7099890708923,True,13,False
0,1193.7832720279694,pred,204.62510204315186,False,8,False
25,1199.8033940792084,prey,194.61872220039368,True,4,False
8,1219.8619499206543,pred,537.7238819599152,False,6,False
16,1247.940171957016,pred,429.40093994140625,False,25,False
9,1267.998272895813,prey,393.3004410266876,False,26,False
29,1276.031534910202,pred,194.5868010520935,False,20,False
23,1282.04478597641,prey,509.6567859649658,True,21,True
22,1304.1255650520325,pred,178.54433917999268,True,4,False
24,1334.2271208763123,pred,407.34188079833984,False,1,True
2,1366.3071110248566,pred,395.22727513313293,True,4,False
3,1388.3752539157867,prey,634.0484218597412,True,9,False
15,1398.3970458507538,pred,218.65549278259277,False,13,False
25,1432.5138778686523,pred,232.7020800113678,False,4,False
18,1432.5138778686523,prey,180.56196188926697,True,20,False
28,1436.522703886032,prey,166.51467394828796,True,4,False
17,1440.5325870513916,prey,210.6426501274109,False,4,False
1,1460.5981409549713,prey,214.66367888450623,True,9,False
13,1460.5981409549713,pred,457.4108428955078,False,16,False
27,1480.6339778900146,prey,1157.579738855362,False,1,True
7,1482.6426780223846,prey,648.0638649463654,False,1,True
26,1486.6454029083252,pred,355.04060983657837,False,24,False
11,1510.7260859012604,prey,1129.5018079280853,False,7,True
21,1512.729259967804,pred,379.11733889579773,True,2,False
3,1540.8298630714417,pred,152.44598603248596,False,9,False
20,1562.883260011673,prey,282.8411009311676,False,18,True
28,1568.900516986847,pred,132.3696310520172,False,4,False
14,1590.9713139533997,prey,222.6567029953003,False,23,True
4,1596.9899048805237,pred,788.4699478149414,False,25,False
17,1627.1133060455322,pred,186.57259607315063,True,4,False
27,1659.2949478626251,pred,178.65260791778564,False,1,True
1,1693.4190089702606,pred,232.81266403198242,True,9,False
5,1693.4190089702606,prey,680.210606098175,False,21,False
12,1699.439265012741,prey,90.40509104728699,False,14,False
10,1713.4672260284424,prey,816.7104539871216,False,5,True
0,1723.4946579933167,prey,252.89110898971558,True,9,False
7,1723.4946579933167,pred,240.84380793571472,True,1,False
26,1727.5078239440918,prey,92.36380195617676,False,5,True
29,1745.5597789287567,prey,301.0183689594269,False,18,True
23,1749.5781989097595,pred,467.52548003196716,True,21,False
14,1777.6843268871307,pred,186.704922914505,False,23,False
4,1783.7133960723877,prey,156.60009002685547,False,20,True
12,1805.7933678627014,pred,106.34593892097473,True,14,False
15,1835.906975030899,prey,373.30833196640015,False,5,True
10,1835.906975030899,pred,122.43172907829285,True,5,True
22,1839.9103739261627,prey,114.40596103668213,False,5,True
19,1841.91698884964,prey,1087.5844779014587,False,0,False
21,1857.9618408679962,prey,166.54540300369263,False,5,True
26,1859.9653420448303,pred,132.4491879940033,False,5,True
23,1861.9747898578644,prey,64.20771884918213,False,5,True
28,1870.0079140663147,prey,242.89460802078247,True,11,False
18,1882.052414894104,pred,449.5269069671631,True,20,True
17,1900.1101200580597,prey,272.99124002456665,False,9,False
20,1904.1289880275726,pred,341.23766899108887,True,18,False
25,1908.1482660770416,prey,457.58882904052734,False,0,False
4,1926.207083940506,pred,142.48559999465942,False,20,False
10,1928.209331035614,prey,92.2877631187439,True,17,False
26,1938.240506887436,prey,78.26956987380981,False,0,False
22,1946.2715919017792,pred,106.35337781906128,True,5,True
14,1954.305701971054,prey,148.51233410835266,False,29,False
12,1956.3153710365295,prey,150.51649117469788,True,29,False
19,1964.3461740016937,pred,122.42085695266724,False,0,False
21,1984.4178268909454,pred,126.44791603088379,True,5,True
5,2006.494549036026,pred,313.0637891292572,True,21,False
2,2022.5388979911804,prey,471.68739199638367,False,15,False
8,2022.5388979911804,prey,632.1627669334412,False,15,False
23,2026.5603098869324,pred,164.57700181007385,False,5,False
6,2038.5842869281769,prey,232.79091906547546,False,29,False
9,2046.6094238758087,pred,778.6027588844299,False,26,False
20,2066.6770548820496,prey,140.46997094154358,False,28,False
25,2066.6770548820496,pred,158.5209038257599,True,0,False
16,2082.734715938568,prey,276.9413480758667,False,12,False
17,2086.745903968811,pred,186.62770104408264,False,9,False
1,2090.761090040207,prey,367.26643204689026,False,10,False
0,2106.8086109161377,pred,383.3059709072113,False,9,False
4,2110.8343698978424,prey,184.62172389030457,True,6,False
11,2126.8811690807343,pred,616.1471440792084,False,7,False
26,2148.9414808750153,pred,210.69298696517944,False,0,True
15,2173.041720867157,pred,337.12633991241455,False,5,False
28,2199.130781888962,pred,329.1143968105316,False,11,False
21,2209.174926996231,prey,220.73989510536194,False,14,False
25,2209.174926996231,prey,142.48333096504211,True,2,False
3,2209.174926996231,prey,485.68026900291443,False,10,False
26,2211.1825540065765,prey,62.23537993431091,False,29,False
8,2219.2131729125977,pred,196.65676999092102,False,15,False
20,2241.2727739810944,pred,174.5869960784912,False,28,False
12,2265.368063926697,pred,309.0449378490448,False,29,False
16,2291.4363210201263,pred,208.6934380531311,False,12,True
1,2319.536117076874,pred,228.76646900177002,False,10,False
14,2349.6232030391693,pred,395.3095681667328,False,29,False
7,2359.6519560813904,prey,118.37918210029602,False,4,True
6,2379.6965839862823,pred,341.10374212265015,False,29,False
22,2393.7458209991455,prey,216.69494700431824,True,25,False
21,2409.807585000992,pred,200.6247079372406,True,14,True
18,2435.872596025467,prey,194.59982204437256,False,7,False
10,2439.881222963333,pred,511.66385197639465,False,17,True
3,2471.9618978500366,pred,262.76145482063293,True,10,False
29,2506.0787160396576,pred,760.5109040737152,False,18,False
28,2506.0787160396576,prey,264.80594205856323,False,11,False
11,2526.1397750377655,prey,327.0089931488037,False,28,False
8,2528.152983903885,prey,148.45639991760254,False,2,False
25,2536.1786160469055,pred,326.98683619499207,False,2,False
20,2564.286576986313,prey,323.0082769393921,True,4,True
22,2566.290337085724,pred,172.53659415245056,False,25,False
28,2598.382194042206,pred,92.2919270992279,False,11,False
17,2622.4471938610077,prey,150.48529601097107,True,18,False
11,2630.4904329776764,pred,104.34218502044678,False,28,False
1,2636.514363050461,prey,164.5524652004242,True,18,False
24,2638.51518702507,prey,1017.4338400363922,False,4,True
2,2660.5985770225525,pred,638.0513601303101,False,15,False
8,2692.669265985489,pred,164.50817108154297,False,2,False
15,2710.73064994812,prey,144.44031286239624,False,26,False
0,2712.7389249801636,prey,146.4485878944397,True,26,False
20,2722.771208047867,pred,158.47648811340332,False,4,True
17,2754.8758618831635,pred,132.4201979637146,False,18,False
5,2786.979572057724,prey,377.1719870567322,False,15,False
18,2786.979572057724,pred,351.09845519065857,False,7,False
6,2790.9971640110016,prey,196.62805008888245,False,4,True
16,2819.0877199172974,prey,409.28013491630554,True,7,False
1,2819.0877199172974,pred,182.5651569366455,False,18,True
0,2851.2052550315857,pred,138.45848298072815,True,26,False
21,2855.221503019333,prey,445.4084861278534,False,24,True
13,2875.273894071579,prey,621.9530470371246,False,4,True
15,2881.286320924759,pred,170.5471749305725,False,26,False
26,2913.3788628578186,pred,702.188090801239,False,29,True
14,2929.4055020809174,prey,519.5979170799255,True,21,True
6,2945.4332489967346,pred,154.42777299880981,True,4,True
9,2961.468950033188,prey,142.3812301158905,False,7,False
28,2969.4941449165344,prey,246.7229368686676,False,21,True
5,2975.5117750167847,pred,188.52413606643677,True,15,True
20,2991.5747718811035,prey,172.48705196380615,True,9,True
24,3005.60768699646,pred,367.08400106430054,True,4,True
